created_at,mentionee,mentioner,retweet,category,category_mentionee,text
2021-04-30,shen_shiwei,DanielDumbrill,retweeted,Neither,Media,🇵🇸#Palestine continues the vaccination with 🇨🇳China donated #Sinopharm COVID19 #vaccine at medical centers in the West Bank city of Bethlehem. https://t.co/TZZsRZ1vfl
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,"@Joe33936560 @Hanijiyiyijijj @caffein8ed_kev @Easynow16890771 @XHNews @csiscanada @Canada @JustinTrudeau Hanijiyiyijijj changed her handle from her real name of Hana Joyce Young after she was exposed as a homophobe. Thereafter she was offended that people muted/blocked her, blaming it on them not liking the truth... Partially true, they don't like the truth about who she is https://t.co/peI6neqctQ"
2020-06-11,XHNews,DanielDumbrill,quoted,Neither,Media,"@Joe33936560 @caffein8ed_kev @Easynow16890771 @XHNews @csiscanada @Canada @JustinTrudeau For triple irony, it's actually him posting fake news and propaganda.

https://t.co/E1Nx4xKV4e"
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,"@Joe33936560 @caffein8ed_kev @Easynow16890771 @XHNews @csiscanada @Canada @JustinTrudeau Kenzo is super self-conscious. While promoting free speech he also thinks a guy making youtube videos and tweeting should be silenced because it might undermine foreign democracies, all of which have national security bills for double down ironic effect 🤣

He has serious issues"
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,@Joe33936560 @Easynow16890771 @caffein8ed_kev @XHNews @csiscanada @Canada @JustinTrudeau His point is you should always worry about how laws can eventually be used. The short clip above however doesn't provide enough context to show that this WAS considered and why so many people have deemed the that the positives outweigh the negatives.
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,"@Joe33936560 @caffein8ed_kev @Easynow16890771 @XHNews @csiscanada @Canada @JustinTrudeau Kenzo is a troll, I had him muted for a long time, he seemed like he might still be able to benefit from seeing multiple views, but after just checking how often he's been creeping on my posts and the low quality hot takes he produced, I deemed him to have an unhealthy obsession"
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,"@Joe33936560 @Easynow16890771 @caffein8ed_kev @XHNews @csiscanada @Canada @JustinTrudeau Well considering it's me in the video making the initial point, and you keep ignoring Easynow's main point, it looks like that's true, because you appear to be having a conversation with yourself."
2020-06-11,XHNews,DanielDumbrill,replied_to,Neither,Media,@Joe33936560 @Easynow16890771 @caffein8ed_kev @XHNews @csiscanada @Canada @JustinTrudeau Easynow's point is valid from this short clip. His point is about the logic not the law. This has been cut down from a 9 minute video that gives more context as to why there's been a shift of people now caring more about how the law can improve life today vs the perceived risks
2020-05-03,XHNews,DanielDumbrill,replied_to,Neither,Media,"@Socal_crypto @XHNews On behalf of Steve Bannon and the Breitbart News Network, we thank you for your continued service."
2020-04-24,XHNews,DanielDumbrill,replied_to,Neither,Media,@akshaysince1987 @XHNews Nail clippers don't work during the lockdown?
2020-04-16,XHNews,DanielDumbrill,retweeted,Neither,Media,"Zhang Jixian, hailed as the first doctor to alert the medical system of the novel #coronavirus, recalls how the new virus, an alien pathogen facing mankind, emerged from a seemingly ordinary case late December. #COVID19 https://t.co/3S4iZtcpth"
2020-04-15,XHNews,DanielDumbrill,replied_to,Neither,Media,@Vipul_ban @XHNews Just correct your twitter name to Moron 😜😜
2021-08-18,XHNews,DanielDumbrill,replied_to,Neither,Media,"@owl_denouncer @XHNews Indeed. However, for whatever reason, I feel like the childish cartoonish style with talking dogs doesn't work well. The illustration of the child being killed by an Australian soldier is also dark, but the style was appropriate and invoked the correct emotions. Maybe just me.."
2021-08-18,XHNews,DanielDumbrill,replied_to,Neither,Media,@XHNews Distasteful
2021-07-01,XHNews,DanielDumbrill,replied_to,Neither,Media,"@jDaz @OliHolt4 @elonmusk @XHNews Looking outside of the Western media bubble, you'll find much of the world, especially the global south, sees the US as the biggest threat to their democracy. America 𝗜𝗦 a concern for a lot of people for good reason.

https://t.co/25sxXgQBTa"
2021-04-18,MFA_China,DanielDumbrill,replied_to,Neither,Diplomat,@Vandefool @ChinaEmbOttawa @MFA_China @HuXijin_GT @SpokespersonCHN @CGTNOfficial @Jingjing_Li @zlj517 @BarrettYouTube @Geopol2030 @LetsBlameChina @thecyrusjanssen @CarlZha @Gweilo60 What are you doing? Are you here deliberately to make us look bad? I don't condone your behaviour and ask you to delete this.
2020-05-20,Echinanews,DanielDumbrill,replied_to,Neither,Media,@Echinanews There's more than enough stuff to criticise Pompeo on to not need to rely on this kind of crap.
2019-12-25,AmbCuiTiankai,DanielDumbrill,quoted,Neither,Diplomat,"@Jkylebass @AmbLiuXiaoMing @AmbCuiTiankai @SecPompeo I'm sure the people having their shops destroyed by these dirty criminals on Christmas eve thought the same thing 😒

#Clueless 
 https://t.co/FUuAzoVUr4"
2021-02-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@abovetheclouds @SpokespersonCHN I just finished a meeting with the 8 immortals. They have said you shall, by this day forth, be known as a High Level Wumao and are required to pick up your mug at your earliest convenience. https://t.co/NmmOWRTAwb"
2021-02-18,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@Jerry_grey2002 @TheChelseaQu @shaunrein @theserenadong @CNN @SpokespersonCHN @LiuXininBeijing Yeah it's pretty clearly a parody, but meant to make fun of a real problem."
2020-09-30,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@HannahWu_HK @Imperat03174330 @SpokespersonCHN @captainsacks Don't take it personally ""Hannah Wu"". @Imperat03174330 just knows we really appreciate the entertainment value of super cringe white folks playing yellow face. Hope you eventually find a way to get over it."
2020-07-27,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@HoaHanaDinh1 @theo_fletcher @ForeignOfficial @ABCTV @CarlZha @SpokespersonCHN @zlj517 @NathanRichHGDW @BarrettYouTube @ReporterfyMedia @BenjaminNorton @ChinaTeacher1 @realDonaldTrump The interesting thing about your reply is that it word-for-word reads like a sarcastic reply making fun of how people think these days. The even more interesting thing about your reply is that you're actually serious...
2020-07-24,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,Wonder why #Pompeo hates the CPC so much? Is it because CPC poses real threats to the world? Let's have a look at the facts. https://t.co/UPnxSoZjYa
2020-05-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@TheRivals6 @helloimwiru @yumainecheung @SpokespersonCHN Nothing shows it came from the wet market. 

Show evidence of bat eating. 

Also, you didn't answer the question. Why when the virus was around for so long did America not identify it and not fuc* everyone up like they did with H1N1 again?"
2020-05-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@TheRivals6 @helloimwiru @yumainecheung @SpokespersonCHN Let's imagine you 5min ago before you needed to be informed by me you had cases in Dec &amp; before you moved the goal posts. China was accused of acting too slow even with the assumption it started in Dec. Why did your incompetent government not identify it on their own then?
2020-05-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@TheRivals6 @helloimwiru @yumainecheung @SpokespersonCHN You waited for China to genome sequence this virus for you and hand it to you on a silver platter in early Jan, despite having your own cases as early as Dec, and France having theirs in Nov, while not doing anything yourself except sitting on your asses saying ""it's just a flu"""
2020-05-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@helloimwiru @TheRivals6 @yumainecheung @SpokespersonCHN He is actually right in one way. Making up falsehoods about the American government won't get you in jail. Telling the truth about them is far more dangerous. Talk to Julian Assange.
2020-05-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@helloimwiru @TheRivals6 @yumainecheung @SpokespersonCHN Barry needs a refund on his PhD more than he needs to be reasoned with.
2020-05-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@TheRivals6 @yumainecheung @SpokespersonCHN Anti-HK? Add HK to the list of things you know nothing about

Oh I see, the ability to understand my tangible flight options here depends on my politics 😂

Pls return to Fox news for your information. Heaven forbid you find someone who actually lives in the places they cover 🤡"
2020-05-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@TheRivals6 @yumainecheung @SpokespersonCHN Are you thick or something? I needed to know about the CCP in order to know where I could and couldn't fly during the pandemic here? Is this usually how you react when someone upsets whatever it is you seem to want to desperately believe? Try to play it off cooler than this.
2020-05-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@TheRivals6 @yumainecheung @SpokespersonCHN No that's not what the CCP says. This is what I know first hand.
2020-05-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@TheRivals6 @helloimwiru @yumainecheung @SpokespersonCHN I'm getting the impression you think America handled this well given the circumstances. Is that correct?
2020-05-24,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@TheRivals6 @yumainecheung @SpokespersonCHN International passenger flights from the locked down city of Wuhan did not go out, and as a matter of fact multiple cities from through the rest if China had no more international passenger flights, leaving people were trying to sneak across to Thailand to get out."
2020-05-24,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,"@TheRivals6 @helloimwiru @yumainecheung @SpokespersonCHN Ya sure

https://t.co/2kundIKwY2"
2020-05-24,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,"@TheRivals6 @yumainecheung @SpokespersonCHN Nope

https://t.co/1LeTPpltW2"
2020-04-15,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@pathykasth3 @Jesse43153054 @SpokespersonCHN Can you send a video/photos/link of the bat soup?
2020-04-15,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@pathykasth3 @Jesse43153054 @SpokespersonCHN You ate it?
2020-04-14,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@Jesse43153054 @cosmopolit43 @SpokespersonCHN And you had a good chance to prove it, but you messed up.

By the way, if Palau is too far off the beaten path for you to try bat, you can also have it the next time you're in Florida. Good luck. 

https://t.co/42nHkWoKTk"
2020-04-14,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Jesse43153054 @cosmopolit43 @SpokespersonCHN Interesting way to handle being pwned. You need to learn to play off your humiliation more cool. It's way too obvious right now.
2020-04-14,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@cosmopolit43 @Jesse43153054 @SpokespersonCHN There you go @Jesse43153054 .  Don't let the door hit you on the way out.
2020-04-14,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Jesse43153054 @SpokespersonCHN Show me a photo of someone eating bat in China. Thanks
2020-04-13,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@lampionseraphin @huangmanaji @ZuAnUSUK @Tus_111 @SpokespersonCHN Do you think when the entire country stopped for this virus, it didn't also limit the spread / people were still catching it?"
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Tyler47917142 @Gpzy4 @SpokespersonCHN I have found no clear evidence of English being your first language.
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@Tyler47917142 @Gpzy4 @SpokespersonCHN Reread what you just wrote, reread the tweet you shared, then proceed to find ways to help resolve your reading comprehension issues."
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Tyler47917142 @Gpzy4 @SpokespersonCHN 🤡🤡🤡 https://t.co/tSx3uwYTko
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@ricecake202 @SpokespersonCHN I know, I just mean I don't understand how he'd entertain or encourage such an idea like this, and by extension, I mean I've never considered addressing something like this. Are there really a lot of people who believe her/think this?"
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@ricecake202 @SpokespersonCHN I used to be a bit Patrick Bet-David fan, but between this and a few other stupid things he's been just ""putting out there"" (including non-China related), he's been disappointing me a lot recently."
2020-04-12,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SpokespersonCHN China identified an unknown virus, published the Genome sequence on Jan 5, 100% confirmed human transmissibility on the 20th &amp; tested anyone with even a single symptom. Thereafter America, dealing with a now known virus, refused to test people with all the symptoms &amp; blames China"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Stop kidding yourself, you're not really here for answers. The entertainment value of seeing how sure of yourself you are / how ""aware"" you are, and how you credit that awareness to your freedom, has kinda worn off. Sorry bud."
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Yeah man sure, ignoring what the US does, poor students who were initially protesting corruption/inflation/unaffordability issues suddenly could access gasoline during a time it was controlled and rationed and suddenly morphed into a pro democracy movement with no outside help 💩"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN You should do it, that level of creativity helps your case /s"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN 😂😂

Dude, you're way too far gone. This has been great entertainment, because it's funny, it's typically folks like you who call the Chinese brainwashed.

Thanks for the laugh anyway."
2020-04-11,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Reread slowly. If that fails, get a nearby person to read it to you. 

https://t.co/nk7M8C3nry"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN https://t.co/TL76Wbc1AD
2020-04-11,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN https://t.co/5oHYszTuhI
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Damn man, you're serious....

https://t.co/tFgtXyRQga"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN You're kidding me. You don't think the US has a long history of doing this? I can't tell if this is supposed to be some weird version of sarcasm again.
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN It takes a pretty spectacular kind of cognitive dissonance to see the US do the exact same kind of opposition, regime change or rebel funding today, literally, which they've openly admitted, and still find this concept difficult to comprehend."
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Since you're such a boot licker for your regime, maybe you can pass the same message up.

Hope you're not being paid in USD, they're about to print a ton of it. https://t.co/S8mhymCNqO"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN No it doesn't only boil down to that. There's a clear comprehension issue here. You can also listen to what the students themselves said, but it's exceedingly obvious you're a bit too ""free"" to handle the truth."
2020-04-11,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN And in case your inquiry is genuine, and I suspect it's not, here is another thread you can refer to.

https://t.co/6mKOtZdCP2"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Says the guy insinuating anyone who disagrees with him is a paid CCP shill. Nice.
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN You can search how many of the bodies you saw were soldiers and police who were killed by students, you can watch the documentary for most of the other answers, and to answer the only one you can't find on your own, Tiananmen Square protest info is available in China. https://t.co/vmlKuPbnzM"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN Why don't you watch a basic documentary and listen to the actual students who even say WTF to those massive claims &amp; worry that lying will undermine their intentions. They have way more integrity than you. 

https://t.co/cxsy8CUH6Z"
2020-04-11,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@SethyAndIKnoIt @cyqgz @JerryDunleavy @SpokespersonCHN For all this touting of being incredibly free and having access to the truth, you're incredibly ignorant."
2020-04-10,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,@JerryDunleavy @SpokespersonCHN https://t.co/iM5vrg3Vrf
2020-04-10,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,Welcome to China anytime and talk to anyone in the streets to enjoy the freedom. BTW Where is freedom &amp; transparency when Captain Crozier was dismissed for a letter to save thousands of lives and medical workers fired for talking about working conditions? https://t.co/l95kYPzTO3
2020-03-11,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"Chinese medical experts have set off for Italy, carrying medical supplies to support people there fighting against #COVID19. They're ready to share their experience as well."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @gudubingnu1 @banmuyuan @SpokespersonCHN I've already demonstrated you barely understand the evidence you rely on, thinking the tribunal was independent, failing to understand the statement of the person of your choosing, and unable to reconcile narrative holes we raise. You are a clown, and now you're also blocked."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @gudubingnu1 @banmuyuan @SpokespersonCHN I'm glad you're using your real name, you'll be immortalized as one of the folks pushing Nazi inspired blood libel in the 21st century. Take care. If you keep re-tagging me, you'll be blocked, because there's no way to say this nicely, but you honestly disgust me."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @gudubingnu1 @banmuyuan @SpokespersonCHN If you're comfortable insulting real victims of genocide, you support the far from independent kangaroo court which delivered a statement you didn't even fully comprehend, that's on you. Heck, you can believe QAnon's baby eating conspiracy for all I care, but I've lost interest."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @gudubingnu1 @banmuyuan @SpokespersonCHN Hi, I muted myself from this thread but you keep tagging me back in. I'm not sure if you're looking for my attention, but I'd have an easier time explaining basic logic to my 10 year old, so pardon my disinterest in holding your hand through this. You're no better than QAnon."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @banmuyuan @SpokespersonCHN @CarlZha Oh wait, are we suddenly moving away from Geoffrey Nice's exact closing remarks? You don't have the capability to take even the most mundane baby steps required for you to understand the issues here. Your entertainment value expired after acting exactly as I predicted. Take care."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @gudubingnu1 @banmuyuan @SpokespersonCHN Of course we wouldn't make any sense to you Miralem. I don't mean that to sound like an insult, because I don't have anything personal against slow people."
2022-03-08,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,"@MiralemPrijic @banmuyuan @SpokespersonCHN @CarlZha I'm really not surprised you're a fan of the Ltd private company run Uyghur ""Tribunal"" circus where even Geoffrey Nice was forced to admit zero evidence of mass killings, limiting himself to arbitrary phrase ""genocidal intent"". You're pretty predictable.

https://t.co/25Vvc2z1vf"
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @banmuyuan @SpokespersonCHN @CarlZha I called it, and you performed it, to a T, without even blushing. They say ignorance is bliss, in which case you must be one of the happiest men on earth."
2022-03-08,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@MiralemPrijic @banmuyuan @SpokespersonCHN @CarlZha Lyman is not a CCP shill trying to deliberately make the Uyghur Genocide narrative look ridiculous. He's considered to be a legitimate researcher on this topic, and his clowning answer is something someone like you will always find an excuse to not address."
2022-02-25,SpokespersonCHN,DanielDumbrill,original,Neither,Diplomat,"America's qualifications to lecture China on respecting state sovereignty, by @SpokespersonCHN

""...the excuses for [American] military interventions are sometimes 'democracy' other times 'human rights' or sometimes just a small bottle of washing powder"".

https://t.co/pcJVASpo1G"
2022-01-18,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"Wherever there is war in the world, there is the US. In its 245-yr history, the US has only skipped war for 17 yrs. In fact,the US was involved in 201 out of the total 248 conflicts in 153 regions."
2021-09-13,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"On Aug 29, the #US bombed a residence house before its withdrawl from #Kabul, killing 10 civilians from one family. Among the victims were seven children, including two-year-old girls, Malika and Sumaya. https://t.co/MeF1qDSBpP"
2021-07-14,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@JohnnyMassacre @SpokespersonCHN She'd never waste napkins like that when you clearly need them more than her to wipe your tears.
2021-06-17,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"The three astronauts aboard #Shenzhou12 have entered the #Tianhe module. It is the historic moment that ＃Chinese people have entered our own space station for the first time.
https://t.co/SLs8tjMYpW"
2021-06-17,SpokespersonCHN,DanielDumbrill,quoted,Neither,Diplomat,@SpokespersonCHN https://t.co/AL8qxracKK
2021-06-16,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"June 12 marks the World Day Against #ChildLabour. US has 500,000 child farmworkers, with many working in tobacco industry. US is the only one that hasn’t ratified UNCRC. Of the 8 ILO conventions, US has ratified only 2, ranking among the world’s bottom."
2021-04-18,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Vandefool @ChinaEmbOttawa @MFA_China @HuXijin_GT @SpokespersonCHN @CGTNOfficial @Jingjing_Li @zlj517 @BarrettYouTube @Geopol2030 @LetsBlameChina @thecyrusjanssen @CarlZha @Gweilo60 What are you doing? Are you here deliberately to make us look bad? I don't condone your behaviour and ask you to delete this.
2021-03-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,"@stevendrowe @SpokespersonCHN I was going to respond to you, but then I realized I've never heard of you and you tweet about politics and world issues rather than how much you paid for your mocha latte this morning."
2021-03-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@mencius831 @SpokespersonCHN Seriously! 😄
2021-03-25,SpokespersonCHN,DanielDumbrill,retweeted,Neither,Diplomat,"Listen to a #Canadian's perspective of the truth of ""#Genocide"" in #Xinjiang.
https://t.co/voIll12O5C"
2021-03-25,SpokespersonCHN,DanielDumbrill,replied_to,Neither,Diplomat,@Aventador1314 @SpokespersonCHN Nice!
2022-03-23,CGTNOfficial,DanielDumbrill,quoted,Neither,Media,"@Jay39693764 @MrLethScania @serpentza @CGTNOfficial @Jingjing_Li @BarrettYouTube If stanning for a dog killer promoting racist sexpat-content creating man who harasses little girls while licking his lips is no big deal, then that's on you champ. 

https://t.co/nk91PCYeiP"
2022-03-21,CGTNOfficial,DanielDumbrill,quoted,Neither,Media,"@dmlxstephx @serpentza @CGTNOfficial @Jingjing_Li @BarrettYouTube He already did once here. It's safe to say, he'd never dare go for a rematch, heck, he even tweets @ me from behind the safety of a block. 

https://t.co/fOQfkFpSYy"
2022-03-21,CGTNOfficial,DanielDumbrill,quoted,Neither,Media,"@MrLethScania @serpentza @CGTNOfficial @Jingjing_Li @BarrettYouTube Wait whut.. Did Winston the apartheid reminiscing child predator dog killer promoter who got eviscerated every time he interacted with me directly just tag me from behind the safety of a block. Awww, how precious.

https://t.co/hzHQP5GfNN"
2021-10-04,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,@CGTNOfficial At this point I feel like CGNT has someone working inside deliberately trying to sabotage their network. This goes way beyond the normal bad reporting.
2021-08-07,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,Badminton gold medalist @ViktorAxelsen thanks supporters in Mandarin https://t.co/Tu3p8LRU1Y
2021-07-14,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,@CGTNOfficial Twitter should give you guys an honorary US-State Sponsored News badge for this filth. Congratulations.
2021-05-21,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,#BREAKING #China to offer emergency humanitarian aid to #Palestine https://t.co/sevofFs0qK
2021-04-19,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,"In a little more than 40 years, Shenzhen has miraculously grown from a fishing village into an innovation hub. Dubbed ""China's Silicon Valley,"" it gathers over 10,000 tech companies. It is a coastal city carrying its dreams into the future. #TidesofChange https://t.co/AQBDyaYG53"
2021-04-18,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,@Vandefool @ChinaEmbOttawa @MFA_China @HuXijin_GT @SpokespersonCHN @CGTNOfficial @Jingjing_Li @zlj517 @BarrettYouTube @Geopol2030 @LetsBlameChina @thecyrusjanssen @CarlZha @Gweilo60 What are you doing? Are you here deliberately to make us look bad? I don't condone your behaviour and ask you to delete this.
2021-03-27,CGTNOfficial,DanielDumbrill,quoted,Neither,Media,@NP08501838 @ShannonGu1031 @WaqAhmed84 @CGTNOfficial https://t.co/pOkYZhAdEz
2021-03-27,CGTNOfficial,DanielDumbrill,quoted,Neither,Media,"@NP08501838 @ShannonGu1031 @WaqAhmed84 @CGTNOfficial Yes twitter has deleted my tweets on two occasions and western social media totally removes people if they like the wrong people.

https://t.co/vIcxbs4Xa8"
2021-03-14,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,"@cmfy11 @bayareas415 @eshaLegal @historic_ly @CarlZha @Jerry_grey2002 @Jingjing_Li @SpiritofHo @MaxBlumenthal @TheGrayzoneNews @CGTNOfficial @LiuXininBeijing @RodericDay @asatarbair @qiaocollective I couldn't have said how you spend your time better myself.

""Counter Arguments: No
Nut Case Conspiracy Theories: Yes""

Exactly hit the nail on the head, and in that regard, thanks again for your continued service in that department &amp; your remarkable self awareness."
2021-03-14,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,"@cmfy11 @bayareas415 @eshaLegal @historic_ly @CarlZha @Jerry_grey2002 @Jingjing_Li @SpiritofHo @MaxBlumenthal @TheGrayzoneNews @CGTNOfficial @LiuXininBeijing @RodericDay @asatarbair @qiaocollective Congrats on being ""smart"" enough to not listen to any counter arguments. You're the perfect mixture of self-confident &amp; stupid to be a tool as useful as a WMD or Nayirah amplifier. Folks like you were needed yesterday &amp; you'll be needed tomorrow. Thanks for your continued service"
2021-01-06,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,Tech Breakdown: Why is cold chain always a risk point for COVID-19? https://t.co/OgqddukY5v https://t.co/xbzGLmGczv
2020-10-26,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,Behind Australia's anti-China rhetoric are American war profiteers https://t.co/CnCUL0BgvB
2020-09-15,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,@justinzollars @CGTNOfficial @Jingjing_Li Wechat ID: AKU-PEMA
2020-09-15,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,"@justinzollars @CGTNOfficial @Jingjing_Li Justin, sorry, I forgot to respond to your DM!  They only have a Wechat official account as far as I know, would you like me to dig it up?"
2020-09-15,CGTNOfficial,DanielDumbrill,retweeted,Neither,Media,Vlog: Our new #Tibetan friend and her touching story #IntoTibet2020 @Jingjing_Li https://t.co/SKkd7UT5pC
2020-07-12,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,"@JanVervoordeld1 @CGTNOfficial Hey Jan, very far from where we are but thank you for checking in!"
2020-07-10,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,"@CGTNOfficial Yo Trump, I'm really happy for you and I'ma let you finish, but Beyoncé had one of the best videos of all time."
2020-06-04,CGTNOfficial,DanielDumbrill,replied_to,Neither,Media,@hankmoody2020 @CGTNOfficial Oh wow! It even plugged my YouTube channel. Awesome 😀
